No.,Description,Product Group Code,Inventory Posting Group,Sales (Qty.),Sales (Qty.) - Year,Quantity on Hand,Unit Price
K3.5-84SBC,3.5 inch chrome curved-top stack 84 inch long,PIPE,PIPE,432,38,82,170.11
K3.5-84SBA,3.5 inch aluminized curved-top stack 84 inch long,PIPE,PIPE,210,78,390,406.09
K3.5-84SBS3,3.5 inch 304 stainless curved-top stack 84 inch long,MUFFLER,PIPE,541,42,6,234.1
K3.5-84SBS,3.5 inch stainless curved-top stack 84 inch long,CLAMP,PIPE,174,83,30,458.49
K3.5-84EXC,3.5 inch chrome curved-top stack 84 inch long,CLAMP,PIPE,0,7,376,275.52
K3.5-84EXA,3.5 inch aluminized curved-top stack 84 inch long,PIPE,PIPE,89,110,77,161.7
K3.5-84EXS3,3.5 inch 304 stainless curved-top stack 84 inch long,ELBOW,PIPE,272,44,136,261.64
K3.5-84EXS,3.5 inch stainless curved-top stack 84 inch long,CLAMP,PIPE,340,78,117,316.17
K3.5-84XBC,3.5 inch chrome curved-top stack 84 inch long,HARDWARE,PIPE,0,38,80,76.68
K3.5-84XBA,3.5 inch aluminized curved-top stack 84 inch long,ELBOW,PIPE,578,81,212,54.81
K3.5-84XBS3,3.5 inch 304 stainless curved-top stack 84 inch long,CLAMP,PIPE,527,71,46,37.51
K3.5-84XBS,3.5 inch stainless curved-top stack 84 inch long,PIPE,PIPE,0,99,131,165.89
K3.5-96SBC,3.5 inch chrome curved-top stack 96 inch long,CLAMP,PIPE,0,35,37,414.11
K3.5-96SBA,3.5 inch aluminized curved-top stack 96 inch long,CHROME,PIPE,468,64,193,291.88
K3.5-96SBS3,3.5 inch 304 stainless curved-top stack 96 inch long,HARDWARE,PIPE,0,5,312,114.53
K3.5-96SBS,3.5 inch stainless curved-top stack 96 inch long,PIPE,PIPE,567,59,42,90.32
K3.5-96EXC,3.5 inch chrome curved-top stack 96 inch long,ELBOW,PIPE,559,66,131,53.56
K3.5-96EXA,3.5 inch aluminized curved-top stack 96 inch long,CLAMP,PIPE,537,94,96,95.01
K3.5-96EXS3,3.5 inch 304 stainless curved-top stack 96 inch long,ELBOW,PIPE,55,12,311,228.28
K3.5-96EXS,3.5 inch stainless curved-top stack 96 inch long,CLAMP,PIPE,18,60,203,459.58
K3.5-96XBC,3.5 inch chrome curved-top stack 96 inch long,CLAMP,PIPE,308,78,359,86.5
K3.5-96XBA,3.5 inch aluminized curved-top stack 96 inch long,ELBOW,PIPE,287,54,253,250.96
K3.5-96XBS3,3.5 inch 304 stainless curved-top stack 96 inch long,CLAMP,PIPE,458,15,304,373.0
K3.5-96XBS,3.5 inch stainless curved-top stack 96 inch long,PIPE,PIPE,229,100,179,198.36
K4-12SBC,4 inch chrome curved-top stack 12 inch long,MUFFLER,PIPE,364,34,399,0.0
K4-12SBA,4 inch aluminized curved-top stack 12 inch long,CHROME,PIPE,311,53,217,374.8
K4-12SBS3,4 inch 304 stainless curved-top stack 12 inch long,CHROME,PIPE,209,117,207,270.23
K4-12SBS,4 inch stainless curved-top stack 12 inch long,CHROME,PIPE,79,26,269,183.33
K4-12EXC,4 inch chrome curved-top stack 12 inch long,HARDWARE,PIPE,393,87,183,233.81
K4-12EXA,4 inch aluminized curved-top stack 12 inch long,PIPE,PIPE,387,86,359,337.96
K4-12EXS3,4 inch 304 stainless curved-top stack 12 inch long,CLAMP,PIPE,222,52,93,311.77
K4-12EXS,4 inch stainless curved-top stack 12 inch long,HARDWARE,PIPE,188,15,0,213.23
K4-12XBC,4 inch chrome curved-top stack 12 inch long,MUFFLER,PIPE,32,37,334,195.69
K4-12XBA,4 inch aluminized curved-top stack 12 inch long,CLAMP,PIPE,0,4,169,0.0
K4-12XBS3,4 inch 304 stainless curved-top stack 12 inch long,ELBOW,PIPE,561,90,109,114.33
K4-12XBS,4 inch stainless curved-top stack 12 inch long,HARDWARE,PIPE,450,11,269,301.14
K4-18SBC,4 inch chrome curved-top stack 18 inch long,CHROME,OBSOLETE,1,11,271,23.32
K4-18SBA,4 inch aluminized curved-top stack 18 inch long,HARDWARE,PIPE,578,104,354,414.77
K4-18SBS3,4 inch 304 stainless curved-top stack 18 inch long,CHROME,PIPE,386,26,121,0.0
K4-18SBS,4 inch stainless curved-top stack 18 inch long,ELBOW,PIPE,435,36,253,461.35
K4-18EXC,4 inch chrome curved-top stack 18 inch long,CHROME,OBSOLETE,0,90,98,0.0
K4-18EXA,4 inch aluminized curved-top stack 18 inch long,CHROME,PIPE,281,22,221,128.46
K4-18EXS3,4 inch 304 stainless curved-top stack 18 inch long,CLAMP,PIPE,0,40,230,479.93
K4-18EXS,4 inch stainless curved-top stack 18 inch long,HARDWARE,PIPE,0,101,395,147.26
K4-18XBC,4 inch chrome curved-top stack 18 inch long,PIPE,PIPE,517,0,102,393.66
K4-18XBA,4 inch aluminized curved-top stack 18 inch long,PIPE,PIPE,171,14,261,236.81
K4-18XBS3,4 inch 304 stainless curved-top stack 18 inch long,MUFFLER,PIPE,471,37,172,220.9
K4-18XBS,4 inch stainless curved-top stack 18 inch long,CLAMP,PIPE,541,69,365,376.08
K4-24SBC,4 inch chrome curved-top stack 24 inch long,PIPE,PIPE,506,103,83,332.12
K4-24SBA,4 inch aluminized curved-top stack 24 inch long,MUFFLER,PIPE,0,75,310,197.65
K4-24SBS3,4 inch 304 stainless curved-top stack 24 inch long,PIPE,PIPE,449,11,344,459.6
K4-24SBS,4 inch stainless curved-top stack 24 inch long,MUFFLER,PIPE,406,81,217,36.32
K4-24EXC,4 inch chrome curved-top stack 24 inch long,PIPE,PIPE,0,90,13,49.33
K4-24EXA,4 inch aluminized curved-top stack 24 inch long,PROPRIETAR,PIPE,373,104,37,254.05
K4-24EXS3,4 inch 304 stainless curved-top stack 24 inch long,PIPE,PIPE,477,116,73,122.33
K4-24EXS,4 inch stainless curved-top stack 24 inch long,CHROME,OBSOLETE,277,70,257,324.4
K4-24XBC,4 inch chrome curved-top stack 24 inch long,CLAMP,PIPE,330,10,398,283.95
K4-24XBA,4 inch aluminized curved-top stack 24 inch long,CLAMP,PIPE,291,110,186,262.21
K4-24XBS3,4 inch 304 stainless curved-top stack 24 inch long,ELBOW,PIPE,203,8,160,462.43
K4-24XBS,4 inch stainless curved-top stack 24 inch long,CHROME,PIPE,15,91,352,236.57
K4-30SBC,4 inch chrome curved-top stack 30 inch long,ELBOW,PIPE,372,94,292,421.68
K4-30SBA,4 inch aluminized curved-top stack 30 inch long,PIPE,PIPE,459,61,275,112.03
K4-30SBS3,4 inch 304 stainless curved-top stack 30 inch long,MUFFLER,PIPE,588,94,88,333.88
K4-30SBS,4 inch stainless curved-top stack 30 inch long,ELBOW,PIPE,93,53,294,126.18
K4-30EXC,4 inch chrome curved-top stack 30 inch long,CHROME,PIPE,102,58,366,410.06
K4-30EXA,4 inch aluminized curved-top stack 30 inch long,HARDWARE,PIPE,26,15,293,218.6
K4-30EXS3,4 inch 304 stainless curved-top stack 30 inch long,CHROME,PIPE,413,43,224,220.44
K4-30EXS,4 inch stainless curved-top stack 30 inch long,CLAMP,PIPE,86,58,205,234.81
K4-30XBC,4 inch chrome curved-top stack 30 inch long,HARDWARE,PIPE,0,92,58,329.69
K4-30XBA,4 inch aluminized curved-top stack 30 inch long,MUFFLER,PIPE,545,25,113,467.32
K4-30XBS3,4 inch 304 stainless curved-top stack 30 inch long,HARDWARE,PIPE,278,36,62,352.32
K4-30XBS,4 inch stainless curved-top stack 30 inch long,CHROME,PIPE,581,100,390,247.42
K4-36SBC,4 inch chrome curved-top stack 36 inch long,CHROME,PIPE,261,56,134,347.11
K4-36SBA,4 inch aluminized curved-top stack 36 inch long,CLAMP,PIPE,256,70,45,152.9
K4-36SBS3,4 inch 304 stainless curved-top stack 36 inch long,PIPE,PIPE,166,48,150,232.13
K4-36SBS,4 inch stainless curved-top stack 36 inch long,CHROME,PIPE,404,44,283,20.72
K4-36EXC,4 inch chrome curved-top stack 36 inch long,PIPE,PIPE,152,94,235,16.88
K4-36EXA,4 inch aluminized curved-top stack 36 inch long,HARDWARE,PIPE,103,37,369,365.57
K4-36EXS3,4 inch 304 stainless curved-top stack 36 inch long,CLAMP,PIPE,103,88,15,454.44
K4-36EXS,4 inch stainless curved-top stack 36 inch long,ELBOW,PIPE,215,8,63,254.27
K4-36XBC,4 inch chrome curved-top stack 36 inch long,MUFFLER,PIPE,477,58,311,141.63
K4-36XBA,4 inch aluminized curved-top stack 36 inch long,PIPE,PIPE,20,108,48,338.48
K4-36XBS3,4 inch 304 stainless curved-top stack 36 inch long,ELBOW,PIPE,291,96,332,74.26
K4-36XBS,4 inch stainless curved-top stack 36 inch long,HARDWARE,PIPE,283,85,334,53.97
K4-42SBC,4 inch chrome curved-top stack 42 inch long,HARDWARE,PIPE,96,8,352,114.69
K4-42SBA,4 inch aluminized curved-top stack 42 inch long,HARDWARE,PIPE,535,39,124,149.58
K4-42SBS3,4 inch 304 stainless curved-top stack 42 inch long,PROPRIETAR,OBSOLETE,93,48,72,0.0
K4-42SBS,4 inch stainless curved-top stack 42 inch long,ELBOW,PIPE,22,28,356,116.36
K4-42EXC,4 inch chrome curved-top stack 42 inch long,CLAMP,PIPE,230,11,1,169.17
K4-42EXA,4 inch aluminized curved-top stack 42 inch long,PIPE,PIPE,32,82,315,51.16
K4-42EXS3,4 inch 304 stainless curved-top stack 42 inch long,CHROME,PIPE,0,68,294,355.68
K4-42EXS,4 inch stainless curved-top stack 42 inch long,MUFFLER,PIPE,491,65,322,366.23
K4-42XBC,4 inch chrome curved-top stack 42 inch long,CHROME,PIPE,320,90,360,42.55
K4-42XBA,4 inch aluminized curved-top stack 42 inch long,CHROME,PIPE,15,70,27,104.11
K4-42XBS3,4 inch 304 stainless curved-top stack 42 inch long,CHROME,PIPE,256,18,273,338.61
K4-42XBS,4 inch stainless curved-top stack 42 inch long,HARDWARE,PIPE,1,22,219,405.24
K4-48SBC,4 inch chrome curved-top stack 48 inch long,MUFFLER,PIPE,427,16,208,203.36
K4-48SBA,4 inch aluminized curved-top stack 48 inch long,ELBOW,PIPE,589,120,179,330.41
K4-48SBS3,4 inch 304 stainless curved-top stack 48 inch long,ELBOW,PIPE,309,107,177,405.61
K4-48SBS,4 inch stainless curved-top stack 48 inch long,CHROME,PIPE,541,55,226,334.2
K4-48EXC,4 inch chrome curved-top stack 48 inch long,CHROME,PIPE,0,82,276,293.62
K4-48EXA,4 inch aluminized curved-top stack 48 inch long,CHROME,PIPE,537,115,207,167.31
K4-48EXS3,4 inch 304 stainless curved-top stack 48 inch long,HARDWARE,PIPE,560,91,2,186.34
K4-48EXS,4 inch stainless curved-top stack 48 inch long,CHROME,PIPE,423,27,89,207.99
K4-48XBC,4 inch chrome curved-top stack 48 inch long,MUFFLER,PIPE,0,30,345,104.87
K4-48XBA,4 inch aluminized curved-top stack 48 inch long,CHROME,PIPE,410,32,285,235.35
K4-48XBS3,4 inch 304 stainless curved-top stack 48 inch long,CHROME,PIPE,245,116,270,444.49
K4-48XBS,4 inch stainless curved-top stack 48 inch long,PIPE,PIPE,108,78,242,255.51
K4-54SBC,4 inch chrome curved-top stack 54 inch long,CLAMP,PIPE,322,64,112,256.22
K4-54SBA,4 inch aluminized curved-top stack 54 inch long,HARDWARE,PIPE,26,65,322,371.14
K4-54SBS3,4 inch 304 stainless curved-top stack 54 inch long,HARDWARE,PIPE,0,8,243,312.28
K4-54SBS,4 inch stainless curved-top stack 54 inch long,HARDWARE,PIPE,153,78,74,69.74
K4-54EXC,4 inch chrome curved-top stack 54 inch long,MUFFLER,PIPE,0,116,374,255.56
K4-54EXA,4 inch aluminized curved-top stack 54 inch long,ELBOW,PIPE,177,91,226,269.58
K4-54EXS3,4 inch 304 stainless curved-top stack 54 inch long,HARDWARE,PIPE,29,12,165,390.87
K4-54EXS,4 inch stainless curved-top stack 54 inch long,CLAMP,PIPE,44,46,291,338.37
K4-54XBC,4 inch chrome curved-top stack 54 inch long,ELBOW,PIPE,0,4,189,127.34
K4-54XBA,4 inch aluminized curved-top stack 54 inch long,ELBOW,PIPE,344,110,27,201.94
K4-54XBS3,4 inch 304 stainless curved-top stack 54 inch long,CLAMP,PIPE,218,106,94,29.38
K4-54XBS,4 inch stainless curved-top stack 54 inch long,HARDWARE,PIPE,245,26,220,232.08
K4-60SBC,4 inch chrome curved-top stack 60 inch long,HARDWARE,PIPE,214,38,297,408.76
K4-60SBA,4 inch aluminized curved-top stack 60 inch long,CHROME,PIPE,376,18,319,0.0
K4-60SBS3,4 inch 304 stainless curved-top stack 60 inch long,CLAMP,PIPE,158,14,52,374.13
K4-60SBS,4 inch stainless curved-top stack 60 inch long,ELBOW,PIPE,542,58,74,33.86
K4-60EXC,4 inch chrome curved-top stack 60 inch long,PIPE,PIPE,146,119,101,282.85
K4-60EXA,4 inch aluminized curved-top stack 60 inch long,HARDWARE,PIPE,148,102,362,325.18
K4-60EXS3,4 inch 304 stainless curved-top stack 60 inch long,CLAMP,PIPE,290,76,200,467.99
K4-60EXS,4 inch stainless curved-top stack 60 inch long,PIPE,PIPE,571,100,185,292.95
K4-60XBC,4 inch chrome curved-top stack 60 inch long,HARDWARE,PIPE,550,55,281,0.0
K4-60XBA,4 inch aluminized curved-top stack 60 inch long,HARDWARE,PIPE,552,112,178,133.9
K4-60XBS3,4 inch 304 stainless curved-top stack 60 inch long,CHROME,OBSOLETE,357,39,93,308.36
K4-60XBS,4 inch stainless curved-top stack 60 inch long,ELBOW,PIPE,98,84,361,212.09
K4-72SBC,4 inch chrome curved-top stack 72 inch long,CLAMP,PIPE,582,3,274,0.0
K4-72SBA,4 inch aluminized curved-top stack 72 inch long,CLAMP,PIPE,0,68,190,230.15
K4-72SBS3,4 inch 304 stainless curved-top stack 72 inch long,BATTERY,BATTERY,264,32,278,422.74
K4-72SBS,4 inch stainless curved-top stack 72 inch long,MUFFLER,PIPE,81,34,137,314.05
K4-72EXC,4 inch chrome curved-top stack 72 inch long,PIPE,PIPE,270,1,306,396.67
K4-72EXA,4 inch aluminized curved-top stack 72 inch long,CHROME,PIPE,89,61,294,178.84
K4-72EXS3,4 inch 304 stainless curved-top stack 72 inch long,CLAMP,PIPE,0,89,163,295.97
K4-72EXS,4 inch stainless curved-top stack 72 inch long,HARDWARE,PIPE,330,1,215,186.7
K4-72XBC,4 inch chrome curved-top stack 72 inch long,PROPRIETAR,PIPE,295,2,114,327.84
K4-72XBA,4 inch aluminized curved-top stack 72 inch long,CHROME,PIPE,47,28,229,0.0
K4-72XBS3,4 inch 304 stainless curved-top stack 72 inch long,ELBOW,PIPE,0,80,390,328.75
K4-72XBS,4 inch stainless curved-top stack 72 inch long,PIPE,PIPE,34,76,191,416.13
K4-84SBC,4 inch chrome curved-top stack 84 inch long,CLAMP,PIPE,591,68,259,81.43
K4-84SBA,4 inch aluminized curved-top stack 84 inch long,CHROME,PIPE,285,59,194,94.27
K4-84SBS3,4 inch 304 stainless curved-top stack 84 inch long,MUFFLER,PIPE,359,76,214,0.0
K4-84SBS,4 inch stainless curved-top stack 84 inch long,ELBOW,PIPE,198,99,207,212.95
K4-84EXC,4 inch chrome curved-top stack 84 inch long,PIPE,PIPE,167,6,303,151.51
K4-84EXA,4 inch aluminized curved-top stack 84 inch long,PIPE,PIPE,87,34,157,357.46
K4-84EXS3,4 inch 304 stainless curved-top stack 84 inch long,CLAMP,PIPE,264,53,365,0.0
K4-84EXS,4 inch stainless curved-top stack 84 inch long,PIPE,PIPE,0,84,232,167.63
K4-84XBC,4 inch chrome curved-top stack 84 inch long,CLAMP,PIPE,545,27,224,147.44
K4-84XBA,4 inch aluminized curved-top stack 84 inch long,ELBOW,PIPE,255,16,196,132.73
K4-84XBS3,4 inch 304 stainless curved-top stack 84 inch long,HARDWARE,PIPE,59,59,292,187.88
K4-84XBS,4 inch stainless curved-top stack 84 inch long,CHROME,PIPE,0,107,17,91.59
K4-96SBC,4 inch chrome curved-top stack 96 inch long,HARDWARE,PIPE,0,119,78,272.53
K4-96SBA,4 inch aluminized curved-top stack 96 inch long,ELBOW,PIPE,50,61,314,313.37
K4-96SBS3,4 inch 304 stainless curved-top stack 96 inch long,ELBOW,PIPE,230,18,238,0.0
K4-96SBS,4 inch stainless curved-top stack 96 inch long,CLAMP,PIPE,128,37,228,392.53
K4-96EXC,4 inch chrome curved-top stack 96 inch long,ELBOW,PIPE,346,72,376,196.89
K4-96EXA,4 inch aluminized curved-top stack 96 inch long,ELBOW,PIPE,0,97,276,16.84
K4-96EXS3,4 inch 304 stainless curved-top stack 96 inch long,CLAMP,PIPE,560,31,354,0.0
K4-96EXS,4 inch stainless curved-top stack 96 inch long,PIPE,PIPE,532,81,175,332.12
K4-96XBC,4 inch chrome curved-top stack 96 inch long,ELBOW,PIPE,449,19,44,63.84
K4-96XBA,4 inch aluminized curved-top stack 96 inch long,CHROME,PIPE,368,109,337,378.41
K4-96XBS3,4 inch 304 stainless curved-top stack 96 inch long,CLAMP,PIPE,475,51,264,324.05
K4-96XBS,4 inch stainless curved-top stack 96 inch long,CHROME,PIPE,132,15,320,264.44
K5-12SBC,5 inch chrome curved-top stack 12 inch long,CHROME,PIPE,597,63,126,201.34
K5-12SBA,5 inch aluminized curved-top stack 12 inch long,PROPRIETAR,OBSOLETE,39,5,393,471.08
K5-12SBS3,5 inch 304 stainless curved-top stack 12 inch long,ELBOW,PIPE,565,22,166,411.96
K5-12SBS,5 inch stainless curved-top stack 12 inch long,CLAMP,PIPE,32,118,373,124.77
K5-12EXC,5 inch chrome curved-top stack 12 inch long,MUFFLER,PIPE,0,41,91,0.0
K5-12EXA,5 inch aluminized curved-top stack 12 inch long,MUFFLER,PIPE,432,21,324,465.89
K5-12EXS3,5 inch 304 stainless curved-top stack 12 inch long,ELBOW,PIPE,527,57,140,386.52
K5-12EXS,5 inch stainless curved-top stack 12 inch long,MUFFLER,PIPE,330,18,124,409.2
K5-12XBC,5 inch chrome curved-top stack 12 inch long,CHROME,PIPE,40,10,181,86.96
K5-12XBA,5 inch aluminized curved-top stack 12 inch long,HARDWARE,PIPE,407,40,57,472.32
K5-12XBS3,5 inch 304 stainless curved-top stack 12 inch long,ELBOW,PIPE,300,53,392,155.97
K5-12XBS,5 inch stainless curved-top stack 12 inch long,CLAMP,PIPE,139,99,256,105.8
K5-18SBC,5 inch chrome curved-top stack 18 inch long,CLAMP,PIPE,487,70,109,204.88
K5-18SBA,5 inch aluminized curved-top stack 18 inch long,ELBOW,PIPE,364,43,323,458.43
K5-18SBS3,5 inch 304 stainless curved-top stack 18 inch long,HARDWARE,PIPE,0,17,181,48.31
K5-18SBS,5 inch stainless curved-top stack 18 inch long,CHROME,PIPE,428,100,311,29.35
K5-18EXC,5 inch chrome curved-top stack 18 inch long,CHROME,PIPE,572,75,21,137.7
K5-18EXA,5 inch aluminized curved-top stack 18 inch long,ELBOW,PIPE,2,14,149,97.35
K5-18EXS3,5 inch 304 stainless curved-top stack 18 inch long,CLAMP,PIPE,441,62,332,359.33
K5-18EXS,5 inch stainless curved-top stack 18 inch long,CLAMP,PIPE,584,24,192,86.88
K5-18XBC,5 inch chrome curved-top stack 18 inch long,CHROME,PIPE,152,63,24,185.31
K5-18XBA,5 inch aluminized curved-top stack 18 inch long,PIPE,PIPE,531,99,265,250.1
K5-18XBS3,5 inch 304 stainless curved-top stack 18 inch long,CHROME,PIPE,0,103,282,264.92
K5-18XBS,5 inch stainless curved-top stack 18 inch long,HARDWARE,PIPE,529,11,57,363.88
K5-24SBC,5 inch chrome curved-top stack 24 inch long,MUFFLER,PIPE,900,90,140,101.64
K5-24SBA,5 inch aluminized curved-top stack 24 inch long,PIPE,PIPE,254,5,291,267.61
K5-24SBS3,5 inch 304 stainless curved-top stack 24 inch long,HARDWARE,PIPE,33,117,134,270.25
K5-24SBS,5 inch stainless curved-top stack 24 inch long,HARDWARE,PIPE,0,36,258,474.22
K5-24EXC,5 inch chrome curved-top stack 24 inch long,MUFFLER,PIPE,306,26,259,432.83
K5-24EXA,5 inch aluminized curved-top stack 24 inch long,PROPRIETAR,OBSOLETE,64,112,124,170.66
K5-24EXS3,5 inch 304 stainless curved-top stack 24 inch long,HARDWARE,PIPE,93,78,18,295.61
K5-24EXS,5 inch stainless curved-top stack 24 inch long,CLAMP,PIPE,130,95,328,300.24
K5-24XBC,5 inch chrome curved-top stack 24 inch long,CLAMP,PIPE,84,15,66,364.06
K5-24XBA,5 inch aluminized curved-top stack 24 inch long,ELBOW,PIPE,99,51,236,0.0
K5-24XBS3,5 inch 304 stainless curved-top stack 24 inch long,ELBOW,PIPE,512,67,285,137.57
K5-24XBS,5 inch stainless curved-top stack 24 inch long,HARDWARE,PIPE,415,72,324,155.45
K5-30SBC,5 inch chrome curved-top stack 30 inch long,CHROME,PIPE,489,8,251,408.17
K5-30SBA,5 inch aluminized curved-top stack 30 inch long,PIPE,PIPE,267,65,204,182.12
K5-30SBS3,5 inch 304 stainless curved-top stack 30 inch long,ELBOW,PIPE,73,78,126,121.64
K5-30SBS,5 inch stainless curved-top stack 30 inch long,ELBOW,PIPE,598,87,3,38.33
K5-30EXC,5 inch chrome curved-top stack 30 inch long,PROPRIETAR,PIPE,464,8,322,104.41
K5-30EXA,5 inch aluminized curved-top stack 30 inch long,PROPRIETAR,OBSOLETE,0,69,376,22.51
K5-30EXS3,5 inch 304 stainless curved-top stack 30 inch long,CHROME,PIPE,374,41,212,396.16
K5-30EXS,5 inch stainless curved-top stack 30 inch long,MUFFLER,PIPE,502,87,331,422.14
K5-30XBC,5 inch chrome curved-top stack 30 inch long,CLAMP,PIPE,397,113,312,113.71
K5-30XBA,5 inch aluminized curved-top stack 30 inch long,MUFFLER,PIPE,0,34,208,208.97
K5-30XBS3,5 inch 304 stainless curved-top stack 30 inch long,PIPE,PIPE,0,114,361,454.3
K5-30XBS,5 inch stainless curved-top stack 30 inch long,ELBOW,PIPE,0,9,177,321.87
K5-36SBC,5 inch chrome curved-top stack 36 inch long,HARDWARE,PIPE,530,76,272,342.37
K5-36SBA,5 inch aluminized curved-top stack 36 inch long,PIPE,PIPE,401,5,197,403.61
K5-36SBS3,5 inch 304 stainless curved-top stack 36 inch long,CHROME,PIPE,5,119,67,0.0
K5-36SBS,5 inch stainless curved-top stack 36 inch long,PROPRIETAR,PIPE,374,65,357,237.92
K5-36EXC,5 inch chrome curved-top stack 36 inch long,PIPE,PIPE,193,27,39,439.65
K5-36EXA,5 inch aluminized curved-top stack 36 inch long,MUFFLER,PIPE,326,105,367,60.16
K5-36EXS3,5 inch 304 stainless curved-top stack 36 inch long,HARDWARE,PIPE,581,58,95,277.26
K5-36EXS,5 inch stainless curved-top stack 36 inch long,MUFFLER,PIPE,485,82,228,203.11
K5-36XBC,5 inch chrome curved-top stack 36 inch long,CHROME,PIPE,69,85,238,356.25
K5-36XBA,5 inch aluminized curved-top stack 36 inch long,CHROME,PIPE,550,28,392,32.77
K5-36XBS3,5 inch 304 stainless curved-top stack 36 inch long,CHROME,PIPE,446,99,133,73.06
K5-36XBS,5 inch stainless curved-top stack 36 inch long,PIPE,PIPE,305,41,243,0.0
K5-42SBC,5 inch chrome curved-top stack 42 inch long,CHROME,PIPE,454,96,223,306.01
K5-42SBA,5 inch aluminized curved-top stack 42 inch long,CHROME,PIPE,178,98,192,129.41
K5-42SBS3,5 inch 304 stainless curved-top stack 42 inch long,CHROME,PIPE,199,116,9,259.62
K5-42SBS,5 inch stainless curved-top stack 42 inch long,MUFFLER,PIPE,213,35,213,174.27
K5-42EXC,5 inch chrome curved-top stack 42 inch long,MUFFLER,PIPE,462,40,331,138.91
K5-42EXA,5 inch aluminized curved-top stack 42 inch long,MUFFLER,PIPE,0,73,323,335.72
K5-42EXS3,5 inch 304 stainless curved-top stack 42 inch long,CHROME,PIPE,101,62,71,424.12
K5-42EXS,5 inch stainless curved-top stack 42 inch long,PROPRIETAR,PIPE,325,101,376,268.75
K5-42XBC,5 inch chrome curved-top stack 42 inch long,MUFFLER,PIPE,591,19,260,129.04
K5-42XBA,5 inch aluminized curved-top stack 42 inch long,PIPE,PIPE,90,40,62,359.64
K5-42XBS3,5 inch 304 stainless curved-top stack 42 inch long,ELBOW,PIPE,0,114,61,347.63
K5-42XBS,5 inch stainless curved-top stack 42 inch long,PIPE,PIPE,595,67,316,475.09
K5-48SBC,5 inch chrome curved-top stack 48 inch long,CHROME,OBSOLETE,372,102,160,312.91
K5-48SBA,5 inch aluminized curved-top stack 48 inch long,ELBOW,PIPE,0,31,214,136.52
K5-48SBS3,5 inch 304 stainless curved-top stack 48 inch long,MUFFLER,PIPE,509,42,111,373.81
K5-48SBS,5 inch stainless curved-top stack 48 inch long,ELBOW,PIPE,338,100,67,0.0
K5-48EXC,5 inch chrome curved-top stack 48 inch long,ELBOW,PIPE,156,90,58,258.29
K5-48EXA,5 inch aluminized curved-top stack 48 inch long,MUFFLER,PIPE,386,120,239,289.57
K5-48EXS3,5 inch 304 stainless curved-top stack 48 inch long,CLAMP,PIPE,82,0,112,155.39
